Año;Mes;Moneda;Partida;Nombre Partida;Capítulo;Nombre Capítulo;Programa;Nombre Programa;Subtítulo;Nombre Subtítulo;Item;Nombre Item;Asignación;Monto Ley Inicial;Monto Ley Vigente a DICIEMBRE
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;7;INSTITUTO NACIONAL DE ESTADÍSTICAS;2;PROGRAMA CENSOS;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;7;Programas Informáticos;;285081;240008
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;7;INSTITUTO NACIONAL DE ESTADÍSTICAS;2;PROGRAMA CENSOS;34;SERVICIO DE LA DEUDA;;;;10;448846
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;7;INSTITUTO NACIONAL DE ESTADÍSTICAS;2;PROGRAMA CENSOS;34;SERVICIO DE LA DEUDA;7;Deuda Flotante;;10;448846
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;8;FISCALÍA NACIONAL ECONÓMICA;1;FISCALÍA NACIONAL ECONÓMICA;5;TRANSFERENCIAS CORRIENTES;;;;10;10
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;8;FISCALÍA NACIONAL ECONÓMICA;1;FISCALÍA NACIONAL ECONÓMICA;5;TRANSFERENCIAS CORRIENTES;2;Del Gobierno Central;;10;10
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;8;FISCALÍA NACIONAL ECONÓMICA;1;FISCALÍA NACIONAL ECONÓMICA;5;TRANSFERENCIAS CORRIENTES;2;Del Gobierno Central;201;10;10
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;8;FISCALÍA NACIONAL ECONÓMICA;1;FISCALÍA NACIONAL ECONÓMICA;8;OTROS INGRESOS CORRIENTES;;;;53710;94839
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;8;FISCALÍA NACIONAL ECONÓMICA;1;FISCALÍA NACIONAL ECONÓMICA;8;OTROS INGRESOS CORRIENTES;1;Recuperaciones y Reembolsos por Licencias Médicas;;49759;85272
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;8;FISCALÍA NACIONAL ECONÓMICA;1;FISCALÍA NACIONAL ECONÓMICA;8;OTROS INGRESOS CORRIENTES;2;Multas y Sanciones Pecuniarias;;0;3473
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;8;FISCALÍA NACIONAL ECONÓMICA;1;FISCALÍA NACIONAL ECONÓMICA;8;OTROS INGRESOS CORRIENTES;99;Otros;;3951;6094
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;8;FISCALÍA NACIONAL ECONÓMICA;1;FISCALÍA NACIONAL ECONÓMICA;9;APORTE FISCAL;;;;6991273;7318987
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;8;FISCALÍA NACIONAL ECONÓMICA;1;FISCALÍA NACIONAL ECONÓMICA;9;APORTE FISCAL;1;Libre;;6991273;7318987
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;8;FISCALÍA NACIONAL ECONÓMICA;1;FISCALÍA NACIONAL ECONÓMICA;15;SALDO INICIAL DE CAJA;;;;10;121556
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;8;FISCALÍA NACIONAL ECONÓMICA;1;FISCALÍA NACIONAL ECONÓMICA;21;GASTOS EN PERSONAL;;;;5698315;5910228
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;8;FISCALÍA NACIONAL ECONÓMICA;1;FISCALÍA NACIONAL ECONÓMICA;22;BIENES Y SERVICIOS DE CONSUMO;;;;1160473;1200969
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;8;FISCALÍA NACIONAL ECONÓMICA;1;FISCALÍA NACIONAL ECONÓMICA;23;PRESTACIONES DE SEGURIDAD SOCIAL;;;;0;78778
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;8;FISCALÍA NACIONAL ECONÓMICA;1;FISCALÍA NACIONAL ECONÓMICA;23;PRESTACIONES DE SEGURIDAD SOCIAL;3;Prestaciones Sociales del Empleador;;0;78778
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;8;FISCALÍA NACIONAL ECONÓMICA;1;FISCALÍA NACIONAL ECONÓMICA;25;INTEGROS AL FISCO;;;;49770;87426
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;8;FISCALÍA NACIONAL ECONÓMICA;1;FISCALÍA NACIONAL ECONÓMICA;25;INTEGROS AL FISCO;99;Otros Integros al Fisco;;49770;87426
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;8;FISCALÍA NACIONAL ECONÓMICA;1;FISCALÍA NACIONAL ECONÓMICA;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;;;;136435;136435
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;8;FISCALÍA NACIONAL ECONÓMICA;1;FISCALÍA NACIONAL ECONÓMICA;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;7;Programas Informáticos;;136435;136435
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;8;FISCALÍA NACIONAL ECONÓMICA;1;FISCALÍA NACIONAL ECONÓMICA;34;SERVICIO DE LA DEUDA;;;;10;121556
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;8;FISCALÍA NACIONAL ECONÓMICA;1;FISCALÍA NACIONAL ECONÓMICA;34;SERVICIO DE LA DEUDA;7;Deuda Flotante;;10;121556
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;5;TRANSFERENCIAS CORRIENTES;;;;10;10
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;5;TRANSFERENCIAS CORRIENTES;2;Del Gobierno Central;;10;10
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;5;TRANSFERENCIAS CORRIENTES;2;Del Gobierno Central;201;10;10
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;6;RENTAS DE LA PROPIEDAD;;;;0;5003
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;8;OTROS INGRESOS CORRIENTES;;;;270344;432317
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;8;OTROS INGRESOS CORRIENTES;1;Recuperaciones y Reembolsos por Licencias Médicas;;251732;251732
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;8;OTROS INGRESOS CORRIENTES;2;Multas y Sanciones Pecuniarias;;0;2545
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;8;OTROS INGRESOS CORRIENTES;99;Otros;;18612;178040
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;9;APORTE FISCAL;;;;19835898;21243153
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;9;APORTE FISCAL;1;Libre;;19835898;21243153
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;10;VENTA DE ACTIVOS NO FINANCIEROS;;;;0;25921
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;10;VENTA DE ACTIVOS NO FINANCIEROS;3;Vehículos;;0;25921
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;12;RECUPERACIÓN DE PRÉSTAMOS;;;;0;75022
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;12;RECUPERACIÓN DE PRÉSTAMOS;7;Por Anticipos por Cambio de Residencia;;0;3
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;12;RECUPERACIÓN DE PRÉSTAMOS;10;Ingresos por Percibir;;0;75019
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;13;TRANSFERENCIAS PARA GASTOS DE CAPITAL;;;;3150611;0
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;13;TRANSFERENCIAS PARA GASTOS DE CAPITAL;2;Del Gobierno Central;;3150611;0
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;13;TRANSFERENCIAS PARA GASTOS DE CAPITAL;2;Del Gobierno Central;200;3150611;0
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;15;SALDO INICIAL DE CAJA;;;;10;1293356
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;21;GASTOS EN PERSONAL;;;;9178422;9771368
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;22;BIENES Y SERVICIOS DE CONSUMO;;;;1838183;2288776
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;23;PRESTACIONES DE SEGURIDAD SOCIAL;;;;0;564644
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;23;PRESTACIONES DE SEGURIDAD SOCIAL;3;Prestaciones Sociales del Empleador;;0;564644
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;24;TRANSFERENCIAS CORRIENTES;;;;8585468;8131556
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;24;TRANSFERENCIAS CORRIENTES;1;Al Sector Privado;;8585468;8131556
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;24;TRANSFERENCIAS CORRIENTES;1;Al Sector Privado;132;5137471;5138485
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;24;TRANSFERENCIAS CORRIENTES;1;Al Sector Privado;133;2194786;1739486
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;24;TRANSFERENCIAS CORRIENTES;1;Al Sector Privado;135;1253211;1253585
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;25;INTEGROS AL FISCO;;;;251743;357151
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;25;INTEGROS AL FISCO;99;Otros Integros al Fisco;;251743;357151
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;26;OTROS GASTOS CORRIENTES;;;;0;21192
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;26;OTROS GASTOS CORRIENTES;2;Compensaciones por Daños a Terceros y/o a la Propiedad;;0;21192
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;;;;252436;254436
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;4;Mobiliario y Otros;;0;500
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;5;Máquinas y Equipos;;0;1500
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;7;Programas Informáticos;;252436;252436
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;33;TRANSFERENCIAS DE CAPITAL;;;;3150611;0
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;33;TRANSFERENCIAS DE CAPITAL;2;Al Gobierno Central;;3150611;0
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;33;TRANSFERENCIAS DE CAPITAL;2;Al Gobierno Central;2;3150611;0
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;34;SERVICIO DE LA DEUDA;;;;10;1685659
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;1;SERVICIO NACIONAL DE TURISMO;34;SERVICIO DE LA DEUDA;7;Deuda Flotante;;10;1685659
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;3;PROGRAMA DE PROMOCIÓN INTERNACIONAL;9;APORTE FISCAL;;;;8036583;8298411
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;3;PROGRAMA DE PROMOCIÓN INTERNACIONAL;9;APORTE FISCAL;1;Libre;;8036583;8298411
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;3;PROGRAMA DE PROMOCIÓN INTERNACIONAL;15;SALDO INICIAL DE CAJA;;;;10;10
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;3;PROGRAMA DE PROMOCIÓN INTERNACIONAL;21;GASTOS EN PERSONAL;;;;849684;915102
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;3;PROGRAMA DE PROMOCIÓN INTERNACIONAL;22;BIENES Y SERVICIOS DE CONSUMO;;;;7122838;6746838
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;3;PROGRAMA DE PROMOCIÓN INTERNACIONAL;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;;;;64061;64061
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;3;PROGRAMA DE PROMOCIÓN INTERNACIONAL;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;7;Programas Informáticos;;64061;64061
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;3;PROGRAMA DE PROMOCIÓN INTERNACIONAL;34;SERVICIO DE LA DEUDA;;;;10;572420
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;9;SERVICIO NACIONAL DE TURISMO;3;PROGRAMA DE PROMOCIÓN INTERNACIONAL;34;SERVICIO DE LA DEUDA;7;Deuda Flotante;;10;572420
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;5;TRANSFERENCIAS CORRIENTES;;;;34635024;34635024
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;5;TRANSFERENCIAS CORRIENTES;2;Del Gobierno Central;;34635024;34635024
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;5;TRANSFERENCIAS CORRIENTES;2;Del Gobierno Central;4;29805016;29805016
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;5;TRANSFERENCIAS CORRIENTES;2;Del Gobierno Central;140;4829998;4829998
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;5;TRANSFERENCIAS CORRIENTES;2;Del Gobierno Central;201;10;10
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;8;OTROS INGRESOS CORRIENTES;;;;159633;726814
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;8;OTROS INGRESOS CORRIENTES;1;Recuperaciones y Reembolsos por Licencias Médicas;;117428;117428
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;8;OTROS INGRESOS CORRIENTES;99;Otros;;42205;609386
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;9;APORTE FISCAL;;;;21758731;23973736
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;9;APORTE FISCAL;1;Libre;;21758731;23973736
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;15;SALDO INICIAL DE CAJA;;;;10;5166996
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;21;GASTOS EN PERSONAL;;;;9947544;10491553
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;22;BIENES Y SERVICIOS DE CONSUMO;;;;1981773;1981773
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;23;PRESTACIONES DE SEGURIDAD SOCIAL;;;;154810;1756622
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;23;PRESTACIONES DE SEGURIDAD SOCIAL;1;Prestaciones Previsionales;;154810;1654786
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;23;PRESTACIONES DE SEGURIDAD SOCIAL;3;Prestaciones Sociales del Empleador;;0;101836
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;24;TRANSFERENCIAS CORRIENTES;;;;43822235;43815846
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;24;TRANSFERENCIAS CORRIENTES;1;Al Sector Privado;;43822235;43815846
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;24;TRANSFERENCIAS CORRIENTES;1;Al Sector Privado;131;13220922;13207343
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;24;TRANSFERENCIAS CORRIENTES;1;Al Sector Privado;132;9809083;9776516
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;24;TRANSFERENCIAS CORRIENTES;1;Al Sector Privado;133;6486995;5445752
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;24;TRANSFERENCIAS CORRIENTES;1;Al Sector Privado;134;14305225;15386225
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;24;TRANSFERENCIAS CORRIENTES;1;Al Sector Privado;152;10;10
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;25;INTEGROS AL FISCO;;;;117439;5792727
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;25;INTEGROS AL FISCO;99;Otros Integros al Fisco;;117439;5792727
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;26;OTROS GASTOS CORRIENTES;;;;0;51297
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;26;OTROS GASTOS CORRIENTES;2;Compensaciones por Daños a Terceros y/o a la Propiedad;;0;51297
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;;;;529587;553863
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;3;Vehículos;;0;24276
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;7;Programas Informáticos;;529587;529587
2022;Diciembre;PESOS;7;MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO;16;SERVICIO DE COOPERACIÓN TÉCNICA;1;SERVICIO DE COOPERACIÓN TÉCNICA;34;SERVICIO DE LA DEUDA;;;;10;58889
